"","...1","sensor_ID","date_collected","AQI","temperature","County","stcofips","omb","medinc","unemp","pz","day_number"
"1158",1158,47483,2022-03-20,10.309,75.633,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1159",1159,7906,2022-03-20,10.282,90.967,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",79
"1160",1160,48745,2022-03-08,10.256,85.7,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1161",1161,47465,2022-03-09,10.251,66.2,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",68
"1162",1162,6004,2022-03-15,10.222,75.533,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",74
"1163",1163,47477,2022-03-04,10.216,81.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1164",1164,12867,2022-03-12,10.189,65.733,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",71
"1165",1165,57681,2022-03-13,10.143,55.833,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1166",1166,12867,2022-03-09,10.134,67.467,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",68
"1167",1167,48745,2022-03-20,10.108,81.8,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",79
"1168",1168,11184,2022-03-20,10.107,81.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1169",1169,12807,2022-03-20,10.105,90.667,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",79
"1170",1170,28145,2022-03-04,10.104,74.2,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",63
"1171",1171,11190,2022-03-14,10.091,72.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1172",1172,47487,2022-03-20,10.077,76.5,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",79
"1173",1173,5988,2022-03-20,10.048,82.133,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",79
"1174",1174,47505,2022-03-14,10.016,76.533,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1175",1175,47469,2022-03-14,10.008,71.233,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1176",1176,47559,2022-03-15,9.979,85.233,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",74
"1177",1177,36451,2022-03-03,9.971,86,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",62
"1178",1178,31619,2022-03-04,9.94,77.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1179",1179,47487,2022-03-14,9.902,70,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",73
"1180",1180,757,2022-03-04,9.9,80.3,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",63
"1181",1181,47633,2022-03-13,9.886,56.167,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1182",1182,12807,2022-03-07,9.877,95.9,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",66
"1183",1183,12697,2022-03-20,9.856,74.733,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",79
"1184",1184,12835,2022-03-20,9.855,78.833,"Lincoln",37109,"Urban outlying","Higher income","Lower unemployment","Southwest",79
"1185",1185,28147,2022-03-20,9.844,76.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1186",1186,47469,2022-03-20,9.84,76.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1187",1187,31619,2022-03-08,9.832,80,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1188",1188,757,2022-03-07,9.823,85.65,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",66
"1189",1189,757,2022-03-09,9.811,69.267,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",68
"1190",1190,55111,2022-03-20,9.765,76.867,"Hoke",37093,"Urban center","Middle income","Moderate unemployment","Sandhills",79
"1191",1191,38875,2022-03-15,9.739,84.767,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",74
"1192",1192,2873,2022-03-20,9.675,80.767,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",79
"1193",1193,47615,2022-03-11,9.668,72.4,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",70
"1194",1194,47493,2022-03-20,9.65,79.433,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1195",1195,38873,2022-03-19,9.632,82.133,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",78
"1196",1196,12747,2022-03-12,9.619,60.08,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",71
"1197",1197,12759,2022-03-17,9.569,87.2,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",76
"1198",1198,47581,2022-03-10,9.544,60.567,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"1199",1199,47499,2022-03-20,9.528,83.767,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1200",1200,48459,2022-03-17,9.52,76.967,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",76
"1201",1201,28147,2022-03-13,9.518,60.1,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1202",1202,52885,2022-03-13,9.517,56.567,"Rowan",37159,"Urban outlying","Middle income","Moderate unemployment","Southwest",72
"1203",1203,5988,2022-03-14,9.516,86.467,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",73
"1204",1204,12697,2022-03-10,9.472,61.067,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",69
"1205",1205,47499,2022-03-08,9.459,87.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1206",1206,57681,2022-03-20,9.431,78,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1207",1207,48459,2022-03-11,9.423,74.033,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",70
"1208",1208,28145,2022-03-10,9.4,53.567,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",69
"1209",1209,12823,2022-03-04,9.395,84.033,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",63
"1210",1210,12697,2022-03-08,9.383,72,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",67
"1211",1211,6008,2022-03-10,9.376,58.367,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",69
"1212",1212,12787,2022-03-17,9.37,85.833,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",76
"1213",1213,36451,2022-03-16,9.327,77.8,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",75
"1214",1214,45621,2022-03-07,9.318,84.833,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",66
"1215",1215,37403,2022-03-20,9.315,78.733,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1216",1216,28145,2022-03-03,9.314,85.867,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",62
"1217",1217,2873,2022-03-14,9.308,79.667,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",73
"1218",1218,57965,2022-03-03,9.307,92.233,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",62
"1219",1219,47581,2022-03-14,9.294,87.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1220",1220,47617,2022-03-20,9.26,75.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1221",1221,47621,2022-03-20,9.258,75.333,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",79
"1222",1222,47559,2022-03-11,9.249,68.5,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",70
"1223",1223,55773,2022-03-20,9.225,74.433,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1224",1224,47465,2022-03-20,9.188,76.667,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",79
"1225",1225,38875,2022-03-14,9.181,80.633,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",73
"1226",1226,47615,2022-03-10,9.139,71,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",69
"1227",1227,25561,2022-03-20,9.137,79.633,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1228",1228,47615,2022-03-14,9.088,68,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",73
"1229",1229,47457,2022-03-20,9.062,78.267,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1230",1230,47505,2022-03-20,9.059,76.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1231",1231,47633,2022-03-20,9.059,76.759,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1232",1232,6020,2022-03-14,9.051,73.267,"Cherokee",37039,"Not urban","Middle income","Moderate unemployment","Western",73
"1233",1233,38875,2022-03-01,9.045,79.067,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",60
"1234",1234,12747,2022-03-16,9.039,62.6,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",75
"1235",1235,47581,2022-03-01,9.028,89.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"1236",1236,37403,2022-03-14,9.016,74.767,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1237",1237,47459,2022-03-20,9.01,78.69,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1238",1238,28145,2022-03-07,9.003,83.333,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",66
"1239",1239,47555,2022-03-20,8.993,77.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1240",1240,47581,2022-03-04,8.988,80.167,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1241",1241,38917,2022-03-03,8.98,86.1,"Caswell",37033,"Not urban","Middle income","Moderate unemployment","Piedmont Triad",62
"1242",1242,12286,2022-03-15,8.976,80,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",74
"1243",1243,12823,2022-03-20,8.97,78.8,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",79
"1244",1244,7906,2022-03-14,8.938,74.133,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",73
"1245",1245,54095,2022-03-20,8.934,88,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1246",1246,28145,2022-03-20,8.926,75.192,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",79
"1247",1247,5872,2022-03-19,8.896,90.69,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",78
"1248",1248,48459,2022-03-13,8.864,60.067,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",72
"1249",1249,12787,2022-03-20,8.852,85.379,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",79
"1250",1250,28145,2022-03-09,8.845,59.533,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",68
"1251",1251,6004,2022-03-01,8.842,81.767,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",60
"1252",1252,45621,2022-03-13,8.83,56,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",72
"1253",1253,47481,2022-03-20,8.82,77.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1254",1254,45621,2022-03-04,8.792,76.5,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",63
"1255",1255,47615,2022-03-07,8.771,85,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",66
"1256",1256,12823,2022-03-14,8.752,86.833,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",73
"1257",1257,38917,2022-03-07,8.747,83.867,"Caswell",37033,"Not urban","Middle income","Moderate unemployment","Piedmont Triad",66
"1258",1258,757,2022-03-20,8.634,79.467,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",79
"1259",1259,12747,2022-03-11,8.6,71.1,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",70
"1260",1260,47559,2022-03-03,8.582,99.077,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",62
"1261",1261,2873,2022-03-08,8.577,84.034,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1262",1262,15591,2022-03-20,8.56,79,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1263",1263,15591,2022-03-08,8.539,83,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1264",1264,38871,2022-03-08,8.525,69.967,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",67
"1265",1265,57965,2022-03-12,8.523,63.167,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",71
"1266",1266,36451,2022-03-19,8.497,75.467,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",78
"1267",1267,1326,2022-03-10,8.465,65.379,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",69
"1268",1268,47615,2022-03-12,8.459,72.2,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",71
"1269",1269,55773,2022-03-08,8.454,78.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1270",1270,11180,2022-03-09,8.45,57,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"1271",1271,38871,2022-03-04,8.444,73.967,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",63
"1272",1272,20809,2022-03-19,8.383,85.233,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",78
"1273",1273,6004,2022-03-14,8.362,78.667,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",73
"1274",1274,36451,2022-03-17,8.347,83.867,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",76
"1275",1275,12286,2022-03-07,8.328,83.233,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",66
"1276",1276,11190,2022-03-20,8.31,77.733,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1277",1277,12867,2022-03-15,8.301,75.667,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",74
"1278",1278,31619,2022-03-20,8.298,75.2,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1279",1279,5988,2022-03-07,8.287,93,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",66
"1280",1280,7906,2022-03-07,8.146,88.933,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",66
"1281",1281,15587,2022-03-20,8.144,80.6,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1282",1282,757,2022-03-14,8.132,77.533,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",73
"1283",1283,48459,2022-03-12,8.096,69.733,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",71
"1284",1284,12867,2022-03-01,8.071,74.133,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",60
"1285",1285,5872,2022-03-20,8.042,86,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",79
"1286",1286,12807,2022-03-14,8.014,89,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",73
"1287",1287,6004,2022-03-11,8.01,81.6,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",70
"1288",1288,1334,2022-03-11,7.957,68.6,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",70
"1289",1289,47559,2022-03-12,7.948,62.667,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",71
"1290",1290,12823,2022-03-07,7.912,89.3,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",66
"1291",1291,36451,2022-03-09,7.865,67.444,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",68
"1292",1292,12689,2022-03-09,7.842,71.481,"Wilkes",37193,"Urban center","Middle income","Lower unemployment","Northwest",68
"1293",1293,15587,2022-03-08,7.838,83.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1294",1294,47493,2022-03-08,7.787,83.862,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1295",1295,45621,2022-03-09,7.771,65.333,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",68
"1296",1296,45621,2022-03-20,7.733,77.167,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",79
"1297",1297,6112,2022-03-20,7.692,83.552,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",79
"1298",1298,47633,2022-03-08,7.686,81.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1299",1299,12759,2022-03-18,7.677,88.467,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",77
"1300",1300,48745,2022-03-14,7.645,72,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",73
"1301",1301,38873,2022-03-10,7.609,54.533,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",69
"1302",1302,25561,2022-03-14,7.586,77.433,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1303",1303,11644,2022-03-01,7.582,75.7,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"1304",1304,48459,2022-03-02,7.566,80.167,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",61
"1305",1305,5872,2022-03-09,7.548,87.567,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",68
"1306",1306,12689,2022-03-10,7.529,58.7,"Wilkes",37193,"Urban center","Middle income","Lower unemployment","Northwest",69
"1307",1307,38873,2022-03-08,7.514,66.533,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",67
"1308",1308,54095,2022-03-08,7.489,82,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1309",1309,47499,2022-03-13,7.489,63.567,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1310",1310,47555,2022-03-08,7.469,81.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1311",1311,47559,2022-03-19,7.457,92.633,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",78
"1312",1312,11180,2022-03-04,7.434,78.25,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1313",1313,31261,2022-03-08,7.426,64.714,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",67
"1314",1314,12759,2022-03-02,7.395,91.033,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",61
"1315",1315,12286,2022-03-01,7.379,74.379,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",60
"1316",1316,1334,2022-03-02,7.347,71.75,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",61
"1317",1317,757,2022-03-13,7.322,60.667,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",72
"1318",1318,38871,2022-03-10,7.307,61.267,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",69
"1319",1319,12787,2022-03-07,7.304,92,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",66
"1320",1320,4329,2022-03-20,7.289,79.433,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1321",1321,47477,2022-03-20,7.281,76.533,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1322",1322,11644,2022-03-10,7.28,63,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"1323",1323,5872,2022-03-18,7.277,84.867,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",77
"1324",1324,11184,2022-03-08,7.252,83.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1325",1325,47457,2022-03-08,7.208,82.967,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1326",1326,47581,2022-03-17,7.207,78.9,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"1327",1327,47615,2022-03-20,7.19,82.8,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",79
"1328",1328,47477,2022-03-17,7.103,83.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"1329",1329,31261,2022-03-17,7.09,68,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",76
"1330",1330,31261,2022-03-11,7.041,66.333,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",70
"1331",1331,20521,2022-03-20,7.006,77.8,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",79
"1332",1332,6004,2022-03-19,7.001,83.933,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",78
"1333",1333,6008,2022-03-04,6.989,71.933,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",63
"1334",1334,47465,2022-03-14,6.982,69.833,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",73
"1335",1335,47559,2022-03-18,6.951,85.586,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",77
"1336",1336,47581,2022-03-07,6.942,94.667,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1337",1337,1334,2022-03-19,6.909,73,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",78
"1338",1338,12787,2022-03-08,6.897,87.133,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",67
"1339",1339,47555,2022-03-13,6.883,57.533,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1340",1340,11180,2022-03-08,6.869,72.75,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1341",1341,12759,2022-03-19,6.856,89.833,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",78
"1342",1342,47495,2022-03-08,6.822,83.533,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1343",1343,11180,2022-03-01,6.82,61,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"1344",1344,12689,2022-03-19,6.764,93.467,"Wilkes",37193,"Urban center","Middle income","Lower unemployment","Northwest",78
"1345",1345,12823,2022-03-08,6.753,86.6,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",67
"1346",1346,1334,2022-03-10,6.743,62.567,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",69
"1347",1347,6008,2022-03-08,6.661,72.033,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",67
"1348",1348,11190,2022-03-08,6.621,82,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1349",1349,4329,2022-03-17,6.586,79.833,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"1350",1350,12785,2022-03-01,6.574,80.633,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",60
"1351",1351,38917,2022-03-04,6.563,73.767,"Caswell",37033,"Not urban","Middle income","Moderate unemployment","Piedmont Triad",63
"1352",1352,12747,2022-03-19,6.51,73.308,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",78
"1353",1353,45621,2022-03-14,6.501,70,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",73
"1354",1354,47487,2022-03-13,6.499,56.533,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",72
"1355",1355,12697,2022-03-04,6.429,74.833,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",63
"1356",1356,47459,2022-03-08,6.414,82.833,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1357",1357,28147,2022-03-08,6.412,80.833,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1358",1358,54093,2022-03-14,6.36,68,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",73
"1359",1359,48459,2022-03-14,6.354,72.933,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",73
"1360",1360,47615,2022-03-08,6.341,84.739,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",67
"1361",1361,37403,2022-03-08,6.332,82.733,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1362",1362,6004,2022-03-12,6.301,66,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",71
"1363",1363,12787,2022-03-14,6.297,87.419,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",73
"1364",1364,47469,2022-03-08,6.294,81.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1365",1365,5988,2022-03-08,6.292,84.7,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",67
"1366",1366,5872,2022-03-12,6.222,84.9,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",71
"1367",1367,57681,2022-03-06,6.217,83.533,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",65
"1368",1368,12759,2022-03-09,6.21,66.5,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",68
"1369",1369,2873,2022-03-13,6.208,62.133,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",72
"1370",1370,36451,2022-03-02,6.205,81.8,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",61
"1371",1371,6022,2022-03-13,6.203,65.933,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",72
"1372",1372,1334,2022-03-12,6.172,63.4,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",71
"1373",1373,47505,2022-03-08,6.118,81.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1374",1374,48459,2022-03-20,5.976,68.467,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",79
"1375",1375,5872,2022-03-04,5.939,83.433,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",63
"1376",1376,3050,2022-03-17,5.919,77,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",76
"1377",1377,47617,2022-03-08,5.87,79.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1378",1378,11184,2022-03-13,5.84,67.867,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1379",1379,47621,2022-03-08,5.824,80.7,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1380",1380,20521,2022-03-13,5.812,64.033,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",72
"1381",1381,11644,2022-03-20,5.771,80.667,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1382",1382,48459,2022-03-19,5.743,83.733,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",78
"1383",1383,48459,2022-03-01,5.741,75.033,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",60
"1384",1384,5872,2022-03-11,5.727,85.9,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",70
"1385",1385,12759,2022-03-03,5.716,95.767,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",62
"1386",1386,6028,2022-03-13,5.702,64.433,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",72
"1387",1387,31261,2022-03-13,5.639,48.733,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",72
"1388",1388,47487,2022-03-08,5.631,81.6,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1389",1389,38875,2022-03-13,5.63,61.133,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",72
"1390",1390,54093,2022-03-08,5.606,80,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1391",1391,25561,2022-03-08,5.562,82.767,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1392",1392,38871,2022-03-13,5.542,58.633,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",72
